,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
326,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTEVERDE,,BENEFICIO IXCHEL,11/23/0634,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250.0,69,Asociacion Nacional Del Café,2013,2013-05-30,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.42,7.67,8.0,7.75,Sample,10.0,10.0,10.0,7.5,Sample  83.67,,0.12,1,0.0,Green,3,,2014-05-30,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-05-23
327,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,,BENEFICIO IXCHEL,11/23/0420,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250.0,69,Asociacion Nacional Del Café,2013,2013-02-26,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.83,7.67,7.33,7.67,7.67,7.83,Sample,10.0,10.0,10.0,7.67,Sample  83.67,,0.11,0,0.0,Green,2,,2014-02-26,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-02-09
328,83.67,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0045,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2012,2012-11-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.83,7.17,7.75,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.11,0,0.0,Green,1,,2013-11-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-08-30
329,83.67,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Finca Quequesquez,,Finca Quequesquez,11-183-22,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250.0,1,Specialty Coffee Association,2012,2012-08-23,The Coffee Source Inc.,Caturra,Completed,Natural / Dry,Sample,8.17,8.17,7.83,7.67,8.08,7.75,Sample,9.33,9.33,9.33,8.0,Sample  83.67,,0.11,0,0.0,Green,1,,2013-08-23,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-04-12
330,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0933,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250.0,1,Asociacion Nacional Del Café,2012,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,8.17,7.5,7.42,7.58,7.83,Sample,10.0,10.0,10.0,7.5,Sample  83.67,,0.11,0,0.0,Green,13,,2013-07-09,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2013-06-21
331,83.67,,,,,,Arabica,JUAN LUIS ORTEGA CARBALLO,Mexico,FINCA APOXTLA,,"XICOTEPEC DE JUAREZ, PUEBLA",1207033381,,1100,XICOTEPEC DE JUAREZ,JUAN LUIS ORTEGA CARBALLO,48.0,1,AMECAFE,2012,2012-07-02,JUAN LUIS ORTEGA CARBALLO,Typica,Completed,Washed / Wet,Sample,7.67,7.5,7.5,7.33,7.83,8.25,Sample,10.0,10.0,10.0,7.58,Sample  83.67,,0.12,4,0.0,Green,11,,2013-07-02,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-05-14
333,83.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,"BENEFICIO 2000 KM. 25.5 CARRETERA A EL SALVADOR, GUATEMALA",11/11711/08,"SIEMBRAS VISION, S.A",5000,"SACATEPEQUEZ, GUATEMALA","SIEMBRAS VISION, S.A",250.0,69,Asociacion Nacional Del Café,2012,2012-04-30,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.33,8.0,7.67,7.67,Sample,10.0,10.0,10.0,7.83,Sample  83.67,,0.1,0,0.0,Green,0,,2013-04-30,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-07-13
334,83.67,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210345,,,,,3.0,45.359,Specialty Coffee Association,,2011-04-21,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.75,8.0,7.92,8.08,7.75,8.0,Sample,9.33,9.33,9.33,8.17,Sample  83.67,,0.0,0,0.0,,0,,2012-04-20,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-04-30
337,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-2548,Bachue,3-37-2548,Racafe & Cia S.C.A,,Huila,La Plata,275.0,70,Almacafé,2016,2016-04-15,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.58,7.67,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.11,0,0.0,Green,4,,2017-04-15,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-08-20
339,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0636,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275.0,70,Almacafé,2015,2015-11-19,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.58,7.67,7.75,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.58,,0.12,0,0.0,Green,3,,2016-11-18,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-08-21
340,83.58,,,,,,Arabica,ANDREAS KUSSMAUL,Mexico,Exportadora Café California,,Exportadora Café California,016-2028-042,Exportadora Café California,1200,"CHIAPAS, JALTENANGO",Exportadora Café California,275.0,2,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,2015-05-12,ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,Sample,7.75,7.75,7.58,7.58,7.5,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.58,,0.12,1,0.0,Green,13,,2016-05-11,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Liverpool 91 COL. Juárez CP06600. Cuauhtémoc México DF,ING. Arturo Hernández Fujigaki - +52 (55) 56984710,,,2015-08-24
343,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,14-3-79-1921,ecom cca sa,1600,CUNDINAMARCA,,250.0,70,Almacafé,2014,2014-06-24,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.67,7.58,7.67,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.0,0,0.0,Green,0,,2015-06-24,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-03-26
344,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola,14-3-79-0953,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2014,2014-03-13,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.67,7.58,7.67,7.75,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.12,0,0.0,Green,1,,2015-03-13,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-09-13
345,83.58,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola - Bucaramanga,3-79-0828,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2014,2014-03-21,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.5,7.58,7.75,7.83,Sample,10.0,10.0,10.0,7.58,Sample  83.58,,0.0,0,0.0,,0,,2015-03-21,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-02-12
347,83.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1824,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275.0,70,Almacafé,2012,2012-08-31,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.67,7.58,7.67,7.75,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.11,0,0.0,Green,3,,2013-08-31,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-02-04
350,83.58,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Jericó,,,002/1251/0181,NUCOFFEE,1100m,South of Minas Gerais,Alvaro Resende Aguiar,33.0,60,NUCOFFEE,2012,2012-01-23,NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,Sample,7.83,7.75,7.5,7.75,7.5,7.58,Sample,10.0,10.0,10.0,7.67,Sample  83.58,,0.12,0,0.0,Blue-Green,2,,2013-01-22,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-07-08
354,83.5,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,3-59-1919,Neiva,3-59-1919,CARCAFE LTDA,1000,PITALITO - HUILA,Mecias Urbano / Yaniver Alvarez,250.0,70,Almacafé,2016,2016-04-07,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.75,7.58,7.58,7.5,7.75,7.75,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.0,0,0.0,Green,0,,2017-04-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-07-04
355,83.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,11/23/0145,BENEFICIO IXCHEL,11/23/0145,"UNEX GUATEMALA, S.A.",4000,ORIENTE,MARGARITA AVILA DE NUYENS,250.0,69,Asociacion Nacional Del Café,2016,2016-03-16,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.75,7.5,7.83,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.1,0,2.0,Bluish-Green,5,,2017-03-16,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-09-11
356,83.5,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0634,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,180.0,70,Almacafé,2015,2015-11-19,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.58,7.58,7.58,7.75,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.50,,0.12,0,0.0,Green,4,,2016-11-18,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-02-04
357,83.5,,,,,,Arabica,Damari Absalome,"Tanzania, United Republic Of",ANO Family,,Arusha,CA007,TAWOCA,1400M,Nkure- Meru,Mr & Mrs Damari Absalome,5.0,60,Africa Fine Coffee Association,2015,2015-11-16,Damari Absalome,Ruiru 11,Completed,Washed / Wet,Sample,7.75,7.67,7.58,7.67,7.67,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.13,0,0.0,Green,21,,2016-11-15,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2016-03-30
360,83.5,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,01-1437,Federacion Nacional de Cafeteros,,Huila,,275.0,2,Almacafé,2014,2015-03-12,Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.67,7.42,7.67,7.83,7.58,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.50,,0.0,1,0.0,,0,,2016-03-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-03-24
361,83.5,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,BONANZA - ARMENIA,3-68-0068,Exportadora de Cafe Condor S.A,1850 MSNM,HUILA,,275.0,70,Almacafé,2014,2015-01-22,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,8.0,7.58,7.25,7.58,7.92,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.11,0,0.0,Green,0,,2016-01-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-07-15
362,83.5,,,,,,Arabica,The Coffee Source Inc.,Guatemala,SEVERAL,,IXCHEL,11-023-0025,The Coffee Source Inc.,1400 mts,Atitlan,UNEX,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-12-18,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.58,7.75,7.5,7.83,7.42,7.67,Sample,10.0,10.0,10.0,7.75,Sample  83.50,,0.1,0,0.0,Green,0,,2015-12-18,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-10-11
363,83.5,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora bonanza,3-79-2009,ecom cca sa,1650,cundinamarca,,250.0,70,Almacafé,2014,2014-08-11,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.58,7.33,7.5,7.83,7.83,Sample,10.0,10.0,10.0,7.67,Sample  83.50,,0.0,2,0.0,,0,,2015-08-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-11-17
364,83.5,,,,,,Arabica,Elsy Reyes,Honduras,Los Hicaques,,CIGRAH SPS,13-111-240,CIGRAH,1350,Comayagua,Reynerio Zepeda,275.0,1,Instituto Hondureño del Café,2014/2015,2014-04-08,,Caturra,Completed,Natural / Dry,Sample,7.67,7.5,7.67,7.5,7.67,7.67,Sample,10.0,10.0,10.0,7.83,Sample  83.50,,0.1,0,0.0,Green,3,,2015-04-08,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2015-03-28
365,83.5,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0161,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250.0,70,Almacafé,2013,2013-04-26,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.75,7.42,7.67,7.75,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.50,,0.0,1,0.0,Green,1,,2014-04-26,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-10-23
366,83.5,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza,3-68-0183,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250.0,70,Almacafé,2013,2013-05-24,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.58,7.75,7.58,7.75,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.11,0,0.0,Green,2,,2014-05-24,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,had 3 category 3 tables. used first because it wasnt missing moisture data,2013-08-16
368,83.5,,,,,,Arabica,MIGUEL CORTES MORENO,Mexico,,,"COMUNIDAD DE SACÚN PALMA, MUNICIPIO DE CHILÓN, CHIAPAS",2020-04-01 00:00:00,ESTRATEGIAS CONSTRUCTIVAS CORZU S.A. DE C.V.,940,CHILÓN,ARMANDO GUTIERREZ GUZMAN,10.0,1,AMECAFE,2012,2012-08-30,MIGUEL CORTES MORENO,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.67,7.75,7.67,7.75,7.58,7.5,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.11,0,0.0,Green,12,,2013-08-30,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-11-17
369,83.5,,,,,,Arabica,GABRIEL BERNARDO RIVAS ROSS,Mexico,LA CORRALERA,,DOS PUENTES DE FINCA KASSANDRA,2484,,1400,TOTUTLA,GABRIEL BERNARD RIVAS ROSS,15.0,1,AMECAFE,2012,2012-07-11,GABRIEL BERNARDO RIVAS ROSS,Pacamara,Completed,Washed / Wet,Sample,7.75,7.67,7.67,7.75,7.33,7.5,Sample,10.0,10.0,10.0,7.83,Sample  83.50,,0.12,0,0.0,Green,0,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-09-12
370,83.5,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,SANTO TOMAS PACHUJ,,"PALINSA, BENEFICIADO SECO / SANTO TOMAS PACHUJ, BENEFICIADO HUMEDO",11/752/02,KANEMATSU CORPORATION / RNP SANTO TOMAS PACHUJ,5000,ATITLAN,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275.0,69,Asociacion Nacional Del Café,2012,2012-04-30,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.83,7.5,7.5,8.0,7.67,7.5,Sample,10.0,10.0,10.0,7.5,Sample  83.50,,0.1,0,0.0,Green,5,,2013-04-30,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-07-15
371,83.5,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0666,C.I.Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,175.0,70,Almacafé,2012,2012-02-09,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.67,7.67,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.50,,0.11,0,0.0,Green,0,,2013-02-08,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-06-12
372,83.5,,,,,,Arabica,Felipe Isaza,Guatemala,Conquista/Morito,,Beneficio Ixchel,11/23/0237,Coffee Resources Inc.,"4,600 ft.",Oriente,ConquistaMorito,250.0,2,Specialty Coffee Association,2012,2012-02-01,Felipe Isaza,Bourbon,Completed,Washed / Wet,Sample,7.5,7.5,7.75,7.5,8.0,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.0,3,0.0,Green,12,,2013-01-31,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-07-22
373,83.5,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA #210308,,,,,14.0,45.359,Specialty Coffee Association,,2011-03-08,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.5,7.67,7.58,7.92,7.58,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.01,0,0.0,,0,,2012-03-07,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-11-08
374,83.5,,,,,,Arabica,Specialty Coffee Association of Indonesia,Indonesia,PANCOER ANGKREK,,PT. PERKEBUNAN NUSANTARA XII,015-282,,1600,Bondowoso,PT. PERKEBUNAN NUSANTARA XII,10.0,60,Specialty Coffee Association of Indonesia,23 July 2010,2010-11-29,Specialty Coffee Association of Indonesia,,Completed,,Sample,7.83,7.58,7.58,7.58,7.75,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.50,,0.0,0,0.0,,0,,2011-11-29,Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl.Harsono RM South Jakarta",Balkis Faisal - 081284251303 / 085780031543,,,2011-03-08
380,83.42,,,,,,Arabica,Bugisu Cooperative Union,Uganda,Bulago & Buginyanya,5055,BCU,7697,Bugisu Cooperative Union,1800,Eastern,Bulago & Buginyanya,20.0,1218,Uganda Coffee Development Authority,2015,2016-07-21,Bugisu Cooperative Union,SL14,Completed,Washed / Wet,Sample,7.58,7.75,7.33,7.75,7.67,7.58,Sample,10.0,10.0,10.0,7.75,Sample  83.42,,0.11,0,0.0,Green,1,,2017-07-21,Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,,,2016-08-28
382,83.42,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,La Joya,73,El Borbollon,9-391-73,Consejo Salvadoreño del Café,1330,Apaneca - Ilamatepec,"Ibero El Salvador, S.A. de C.V.",275.0,69,Salvadoran Coffee Council,2016,2016-04-25,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,Sample,7.58,7.5,7.75,7.58,7.75,7.67,Sample,10.0,10.0,10.0,7.58,Sample  83.42,,0.11,0,0.0,,0,,2017-04-25,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,,2016-05-03
383,83.42,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,NEIVA,3-59-2236,CARCAFE LTDA,442 msnm,HUILA,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275.0,70,Almacafé,2015,2015-04-29,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.58,7.67,7.58,7.67,7.58,7.67,Sample,10.0,10.0,10.0,7.67,Sample  83.42,,0.12,4,0.0,Green,0,,2016-04-28,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-09-12
384,83.42,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,,,002/4542/0886,BOURBON SPECIALTY COFFEES,,VALE DA GRAMA,GABRIEL CARVALHO DIAS,300.0,60,Brazil Specialty Coffee Association,2014,2015-01-15,BOURBON SPECIALTY COFFEES,Yellow Bourbon,Completed,Semi-washed / Semi-pulped,Sample,7.33,7.83,7.75,7.5,7.42,7.83,Sample,10.0,10.0,10.0,7.75,Sample  83.42,,0.12,0,0.0,Green,6,,2016-01-15,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-12-06
385,83.42,,,,,,Arabica,Ngila Estate Ltd,"Tanzania, United Republic Of",Ngila Estate,,Ngila Estate Ltd,C50,Ngila Estate Ltd,1600,Karatu Northern,Ngila Estate Ltd,39.0,60,Africa Fine Coffee Association,2014,2014-12-12,Ngila Estate Ltd,Bourbon,Completed,Washed / Wet,Sample,7.75,7.67,7.58,7.67,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  83.42,,0.13,0,0.0,Green,4,,2015-12-12,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-08-05
386,83.42,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,TRILLADORA BONANZA,15-3-79-0002,ecom cca sa,1813,HUILA,,250.0,70,Almacafé,2014/2015,2014-10-15,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.58,7.25,7.75,7.75,8.58,Sample,9.33,10.0,10.0,7.58,Sample  83.42,,0.12,0,0.0,Green,1,,2015-10-15,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-06-07
387,83.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,,BENEFICIO IXCHEL,11/23/0562,"UNEX (GUATEMALA), S.A",4000 PSNM,ORIENTE,AMILCAR LAPOLA,250.0,69,Asociacion Nacional Del Café,2013,2014-08-21,Juan Luis Alvarado Romero,Bourbon,Completed,Natural / Dry,Sample,7.75,7.83,7.33,7.83,7.5,7.67,Sample,10.0,10.0,10.0,7.5,Sample  83.42,,0.1,0,0.0,Green,1,,2015-08-21,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2015-02-27
388,83.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISIÓN (154),11/11711/6,"SIEMBRAS VISIÓN, S.A.",1500 msnm,ANTIGUA,"SIEMBRAS VISIÓN, S.A.",250.0,69,Asociacion Nacional Del Café,2014,2014-02-18,Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,Sample,7.67,7.75,7.5,7.83,7.58,7.5,Sample,10.0,10.0,10.0,7.58,Sample  83.42,,0.1,0,0.0,Green,2,,2015-02-18,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-07-24
389,83.42,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL MORITO,,BENEFICIO IXCHEL,11/23/1040,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,ROBERTO MONTERROSO,250.0,69,Asociacion Nacional Del Café,2013,2013-07-16,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.5,7.75,7.42,7.75,7.75,Sample,10.0,10.0,10.0,7.58,Sample  83.42,,0.11,0,0.0,Green,0,,2014-07-16,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-07-15
