,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
83,85.25,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,11/23/0177,BENEFICIO IXCHEL,11/23/0177,"UNEX GUATEMALA, S.A.",,ORIENTE,MARGARITA AVILA DE NUYENS,250.0,69,Asociacion Nacional Del Café,2016,2016-04-27,Juan Luis Alvarado Romero,Bourbon,Completed,,Sample,8.0,7.92,7.75,8.0,7.92,7.83,Sample,10.0,10.0,10.0,7.83,Sample  85.25,,0.1,0,2.0,Green,2,,2017-04-27,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2017-03-01
84,85.25,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,varios,,trilladora Agricola de Santander-Bucaramanga,3-68-0102,Exportadora de Cafe Condor S.A,1550 msnm,santander,varios,275.0,70,Almacafé,2015,2015-04-08,Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,Sample,8.17,7.92,7.83,8.0,7.58,7.83,Sample,10.0,10.0,10.0,7.92,Sample  85.25,,0.11,0,0.0,Green,0,,2016-04-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-12-20
85,85.25,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Bonanza,3-79-0634,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2014,2014-01-17,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,Sample,7.58,8.08,7.92,7.83,8.0,7.92,Sample,10.0,10.0,10.0,7.92,Sample  85.25,,0.12,0,0.0,Green,2,,2015-01-17,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-01-25
87,85.17,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Coop. Hoja Blanca - Fedecocagua,,Coop. Hoja Blanca - Fedecocagua,11-30-0593,The Coffee Source Inc.,1400 msm,Huehuetenango,Coop. Hoja Blanca - Fedecocagua,250.0,1,Specialty Coffee Association,2012,2012-01-18,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,8.25,8.0,7.67,7.92,7.75,7.67,Sample,10.0,10.0,10.0,7.92,Sample  85.17,,0.0,0,0.0,,7,,2013-01-17,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-07-12
88,85.08,,,,,,Arabica,SEID DAMTEW COFFEE PLANATAION,Ethiopia,SEID DAMTEW COFFEE PLANATION,,At site and Addis Ababa,495,Seid Damtew Coffee Planation,,"Kefa Zone, Gimbo Distict, at a place called Woka Araba, South West Ethiopia.",SEID DAMTEW COFFEE PLANATION,320.0,19200,METAD Agricultural Development plc,2016,2016-08-09,SEID DAMTEW COFFEE PLANATAION,Other,Completed,Natural / Dry,Sample,7.75,8.0,7.58,8.0,8.0,7.92,Sample,10.0,10.0,10.0,7.83,Sample  85.08,,0.11,0,1.0,Green,8,,2017-08-09,METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",,,2017-02-12
89,85.08,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,PASTO,3-59-3115,CARCAFE LTDA,2.560 msnm,PASTO,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250.0,70,Almacafé,2015,2015-08-18,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,8.17,7.83,7.58,8.08,8.0,7.75,Sample,10.0,10.0,10.0,7.67,Sample  85.08,,0.0,0,0.0,,0,,2016-08-17,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-02-23
91,85.08,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP 022014,Kona Pacific Farmers Cooperative,,KONA,,12.0,45.359,Specialty Coffee Association,2014,2014-03-10,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.58,7.83,7.83,7.92,7.83,8.17,Sample,10.0,10.0,10.0,7.92,Sample  85.08,,0.11,2,0.0,Bluish-Green,2,,2015-03-10,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-09-04
92,85.08,,,,,,Arabica,CARCAFE LTDA CI,Colombia,,,,3-59-0951,CARCAFE LTDA CI,2136 msnm,CUNDINAMARCA,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250.0,70,Almacafé,2012,2012-03-16,CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,Sample,7.83,8.0,7.75,7.75,7.83,7.83,Sample,10.0,10.0,10.0,8.08,Sample  85.08,,0.11,0,0.0,Green,8,,2013-03-16,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-02-04
94,85.08,,,,,,Arabica,Ethiopia Commodity Exchange,Ethiopia,,,,010/0058/Sidamo,,,Sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360.0,6,Ethiopia Commodity Exchange,2010,2010-06-17,Ethiopia Commodity Exchange,,Completed,,Sample,7.67,8.0,7.83,8.0,7.92,7.83,Sample,10.0,10.0,10.0,7.83,Sample  85.08,,0.0,0,0.0,,5,,2011-06-17,Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,2010-10-29
95,85.08,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,Kona Pacific Farmers Cooperative,HDOA 210310,,,Kona,,27.0,0.0,Specialty Coffee Association,,2010-05-17,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.5,7.92,8.25,7.83,7.92,7.75,Sample,10.0,10.0,10.0,7.92,Sample  85.08,,0.0,0,0.0,,0,,2011-05-17,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-09-13
97,85,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-1829,Bachue,3-37-1829,Racafe & Cia S.C.A,,Huila,La Plata,135.0,70,Almacafé,2016,2017-02-15,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,8.0,7.92,7.75,7.92,7.75,7.83,Sample,10.0,10.0,10.0,7.83,Sample  85.00,,0.0,0,0.0,Green,3,,2018-02-15,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-07-20
101,85,,,,,,Arabica,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,Machure Estate,,,37/672/0016,RASHID MOLEDINA & CO. (MSA) LTD,1580,Central Kenya,,38.0,60,Kenya Coffee Traders Association,2012,2013-04-19,RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Completed,Washed / Wet,Sample,7.75,7.83,7.75,8.08,8.0,7.75,Sample,10.0,10.0,10.0,7.83,Sample  85.00,,0.0,0,0.0,Green,5,,2014-04-19,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,,2014-03-05
102,85,,,,,,Arabica,NUCOFFEE,Brazil,Sitío São Geraldo,,,002/1251/0242,NUCOFFEE,1100m,Grama Vale,Idalina M. De Andrade Ferreira,31.0,60,NUCOFFEE,2012,2012-02-29,NUCOFFEE,Mundo Novo,Completed,Natural / Dry,Sample,8.0,8.0,7.83,7.83,7.67,7.67,Sample,10.0,10.0,10.0,8.0,Sample  85.00,,0.12,0,0.0,Green,3,,2013-02-28,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-12-15
103,85,,,,,,Arabica,Young Kim,Mexico,KASSANDRA,,,016-2484-04,,1400 MASL,Mexico,Finca Kassandra,1.0,1,Specialty Coffee Association,2010-2011,2011-04-06,Young Kim,Pacamara,Completed,,Sample,7.92,8.17,7.75,8.08,7.42,7.83,Sample,10.0,10.0,10.0,7.83,Sample  85.00,,0.0,0,0.0,,0,,2012-04-05,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-11-23
104,85,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,,HDOA#210306,,,Kona,,15.0,45.359,Specialty Coffee Association,,2011-02-24,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.75,7.92,7.75,7.75,8.0,8.0,Sample,10.0,10.0,10.0,7.83,Sample  85.00,,0.0,0,0.0,,1,,2012-02-24,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-03-15
105,85,,,,,,Arabica,Carl Walker,Guatemala,La Igualdad,,Concepcion,11-194-0014,,3500-5200 feet,"Chuva, San Marcos",Federico Weller,275.0,69,Specialty Coffee Association,2009/2010,2010-09-07,Carl Walker,,Completed,,Sample,7.83,8.08,7.67,8.0,7.75,7.67,Sample,10.0,10.0,10.0,8.0,Sample  85.00,,0.04,0,0.0,,1,,2011-09-07,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-05-02
106,84.92,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-0277,Bachue,3-37-0277,Racafe & Cia S.C.A,,Huila,La Plata,243.0,70,Almacafé,2016,2016-11-25,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.92,7.92,7.67,7.83,7.92,7.83,Sample,10.0,10.0,10.0,7.83,Sample  84.92,,0.0,1,6.0,,2,,2017-11-25,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-08-14
107,84.92,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-4824,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,252.0,70,Almacafé,2015,2015-10-26,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.92,7.83,7.75,7.83,7.75,8.0,Sample,10.0,10.0,10.0,7.83,Sample  84.92,,0.12,0,0.0,Green,1,,2016-10-25,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-01-26
109,84.92,,,,,,Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",Hasambo AMCOS,,Taylor Winch (T) Ltd,C47,Taylor Winch(T) Ltd,1620M,Mbeya,Hasambo AMCOS,134.0,60,Africa Fine Coffee Association,2014,2014-12-12,Taylor Winch (T) Ltd,Other,Completed,Washed / Wet,Sample,8.0,7.83,7.83,7.92,7.75,7.75,Sample,10.0,10.0,10.0,7.83,Sample  84.92,,0.12,0,0.0,Green,2,,2015-12-12,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-03-22
110,84.92,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0416,Racafe & Cia S.C.A,De 1600 a 1950 msnm,HUILA,LA PLATA,50.0,70,Almacafé,2012,2012-12-11,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.92,7.83,7.75,7.75,8.0,Sample,10.0,10.0,10.0,7.92,Sample  84.92,,0.11,0,0.0,Green,3,,2013-12-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-01-26
111,84.92,,,,,,Arabica,ARTEMIO ZAPATA TEJEDA,Mexico,EL SUSPIRO,,PACHO VIEJO,1104385872,,1200,COATEPEC,ARTEMIO ZAPATA TEJEDA,25.0,1,AMECAFE,2012,2012-07-11,ARTEMIO ZAPATA TEJEDA,Typica,Completed,Semi-washed / Semi-pulped,Sample,7.75,8.0,7.75,7.83,7.5,7.92,Sample,10.0,10.0,10.0,8.17,Sample  84.92,,0.11,0,0.0,,0,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-03-29
112,84.92,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda Grota Funda,,,002/1251/0070,NUCOFFEE,1200m,South of Minas Gerais,Glaucio Carneiro Pinto,4.0,60,NUCOFFEE,2011,2011-12-23,NUCOFFEE,Bourbon,Completed,Natural / Dry,Sample,8.0,7.92,7.75,7.75,8.0,7.75,Sample,10.0,10.0,10.0,7.75,Sample  84.92,,0.11,0,0.0,Green,2,,2012-12-22,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-06-06
113,84.92,,,,,,Arabica,NUCOFFEE,Brazil,Sitio Claro,,,002/1251/0066,NUCOFFEE,1000 m,South of Minas Gerais,Ricardo Luiz Ferreira,10.0,60,NUCOFFEE,2011,2011-12-03,NUCOFFEE,Catuai,Completed,Natural / Dry,Sample,8.0,8.0,7.75,8.0,7.5,7.75,Sample,10.0,10.0,10.0,7.92,Sample  84.92,,0.12,0,0.0,Green,2,,2012-12-02,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-11-05
114,84.92,,,,,,Arabica,Brian Speckman,Kenya,,,,37/00395/0335,,,,,320.0,60,Specialty Coffee Association,2009-2010,2010-08-26,Brian Speckman,,Completed,,Sample,8.0,7.67,7.83,8.17,7.92,7.75,Sample,10.0,10.0,10.0,7.58,Sample  84.92,,0.06,1,0.0,,9,,2011-08-26,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-10-23
117,84.83,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,220457,Kona Pacific Farmers Cooperative,,KONA,,14.0,45.359,Specialty Coffee Association,2012,2012-04-06,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,Sample,7.67,7.75,7.75,7.75,7.83,8.0,Sample,10.0,10.0,10.0,8.08,Sample  84.83,,0.0,3,0.0,,15,,2013-04-06,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-12-03
118,84.83,,,,,,Arabica,Ethiopia Commodity Exchange,Ethiopia,Contact | sidacoop@ethionet.net,,Coffee Processing and Warehouse Enterpri,010/0145,,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300.0,6,Ethiopia Commodity Exchange,2009/2010,2010-06-17,Ethiopia Commodity Exchange,,Completed,,Sample,7.75,7.92,7.83,7.92,7.75,7.67,Sample,10.0,10.0,10.0,8.0,Sample  84.83,,0.1,0,0.0,,2,,2011-06-17,Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,2010-10-10
121,84.75,,,,,,Arabica,Lydiah Mwangi,Kenya,KARATINA,,SAGANA,KE 9143,C.DORMAN LTD,1800,NYERI,KARATINA,150.0,60,Kenya Coffee Traders Association,2014,2015-06-02,Lydiah Mwangi,SL34,Completed,Washed / Wet,Sample,7.92,7.83,7.58,7.92,7.75,7.83,Sample,10.0,10.0,10.0,7.92,Sample  84.75,,0.13,0,0.0,Green,0,,2016-06-01,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,,2016-05-01
122,84.75,,,,,,Arabica,CADEXSA,Honduras,Cerro Bueno,,Cadexsa,13-63-174,CADEXSA,1450 msnm,Marcala,Omar Acosta,275.0,1,Instituto Hondureño del Café,2014,2014-04-25,CADEXSA,Catuai,Completed,Washed / Wet,Sample,7.83,7.75,8.0,7.67,7.67,7.67,Sample,10.0,10.0,10.0,8.17,Sample  84.75,,0.11,0,0.0,Green,4,,2015-04-25,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2014-09-28
123,84.75,,,,,,Arabica,The Coffee Source Inc.,El Salvador,Several,,La Majada Cooperative,9-29-1986,,1200 mts,Santa Ana,Several producers,250.0,69,Specialty Coffee Association,2010-2011,2011-08-23,The Coffee Source Inc.,,Completed,,Sample,7.75,8.0,8.0,8.33,7.67,7.92,Sample,10.0,10.0,9.33,7.75,Sample  84.75,,0.15,0,0.0,,3,,2012-08-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-05-17
124,84.75,,,,,,Arabica,Grounds for Health Admin,Nicaragua,Santa Martha,,Beneficio Atlantic Sebaco,1-053-0222,,800-1050m,Jinotega,Juan Alvaro Munguia,2.0,6,Specialty Coffee Association,2009 - 2010,2010-05-31,Grounds for Health Admin,,Completed,,Sample,7.83,7.58,7.58,7.83,7.75,7.67,Sample,10.0,10.0,10.0,8.5,Sample  84.75,,0.18,0,0.0,,2,,2011-05-31,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-06-07
125,84.67,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,Monterrey,1971-01-01 00:00:00,J.J. Borja Nathan,09-392-69,Cafetalera del Pacifico,1350,Apaneca,J.J. Borja Nathan,150.0,69,Salvadoran Coffee Council,2016,2017-06-26,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,Sample,7.83,7.83,7.5,8.0,7.83,7.67,Sample,10.0,10.0,10.0,8.0,Sample  84.67,,0.0,0,0.0,Blue-Green,2,,2018-06-26,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,,2017-07-09
128,84.67,,,,,,Arabica,Rodrigo Soto,Costa Rica,Rio Jorco,Tarrazu,Rio Jorco,5-423-0128,Panamerican Coffee Trading,1150,Tarrazu,Johanna,15.0,69,Specialty Coffee Association of Costa Rica,2015,2016-10-04,Rodrigo Soto,Catuai,Completed,Washed / Wet,Sample,8.08,7.75,7.67,7.83,7.5,7.92,Sample,10.0,10.0,10.0,7.92,Sample  84.67,,0.1,0,0.0,Blue-Green,2,,2017-10-04,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2017-03-21
129,84.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,SAN DIEGO BUENA VISTA,11/08/0109,SAN DIEGO BUENA VISTA,11/08/0109,"WAELTI SCHOENFELD EXPORTADORES DE CAFE, S.A.",1600,ACATENANGO,JUAN BOCK,120.0,34,Asociacion Nacional Del Café,2015,2016-06-01,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.75,7.83,7.58,8.0,7.92,7.75,Sample,10.0,10.0,10.0,7.83,Sample  84.67,,0.1,0,0.0,Green,1,,2017-06-01,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-06-26
130,84.67,,,,,,Arabica,Fabian Calderon Mora,Costa Rica,Coopetarrazú,,Coopetarrazú,5-114-0171,Coopetarrazú.R.L,1750,Tarrazú,Coopetarrazú,50.0,0.454,Specialty Coffee Association of Costa Rica,2014,2015-07-06,Fabian Calderon Mora,Caturra,Completed,Washed / Wet,Sample,8.17,8.0,7.83,7.17,7.83,7.75,Sample,10.0,10.0,10.0,7.92,Sample  84.67,,0.12,0,0.0,Green,0,,2016-07-05,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-07-20
131,84.67,,,,,,Arabica,EssenceCoffee,Ethiopia,Moplaco,,Moplaco,33,Essence Coffee,1900M,Yirgacheffe,Moplaco,250.0,30,Blossom Valley International,2014,2015-05-23,EssenceCoffee,Ethiopian Yirgacheffe,Completed,Washed / Wet,Sample,8.08,7.83,7.75,7.83,7.58,7.67,Sample,10.0,10.0,10.0,7.92,Sample  84.67,,0.1,0,0.0,,3,,2016-05-22,Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,2016-04-09
132,84.67,,,,,,Arabica,EssenceCoffee,Costa Rica,Finca Salaca Las Brisas,,Beneficio Las Brisas,58180422,Essence Coffee,1750M,Costa Rica,Maria Elena Castro,20.0,69,Blossom Valley International,2014,2015-05-23,EssenceCoffee,Other,Completed,Other,Sample,7.67,7.58,7.75,7.75,7.67,8.58,Sample,10.0,10.0,10.0,7.67,Sample  84.67,,0.08,0,0.0,Green,1,,2016-05-22,Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,2015-06-16
133,84.67,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,5-0048-0052,CORICAFE S.A.,1200,WEST VALLEY / CENTRAL VALLEY BLEND,CORICAFE BLEND,275.0,1,Specialty Coffee Association of Costa Rica,2014,2014-03-05,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,8.0,7.58,7.83,7.75,7.75,7.75,Sample,10.0,10.0,10.0,8.0,Sample  84.67,,0.11,0,0.0,Green,4,,2015-03-05,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-09-14
134,84.67,,,,,,Arabica,Rob Tuttle,Costa Rica,,,,5-1106-0011,Thrive Farmers,,,,1.0,2,Specialty Coffee Association,2012,2014-01-03,Rob Tuttle,,Completed,Washed / Wet,Sample,8.08,7.83,7.75,7.83,7.92,8.0,Sample,10.0,10.0,9.33,7.92,Sample  84.67,,0.0,1,0.0,Green,10,,2015-01-03,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-08-28
136,84.67,,,,,,Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,,,Trilladora Agricola - Bucaramanga,3-79-0543,ecom cca sa,1550,Santander,,250.0,70,Almacafé,2013,2013-12-20,Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,Sample,7.75,7.83,7.75,7.83,7.75,7.83,Sample,10.0,10.0,10.0,7.92,Sample  84.67,,0.0,0,0.0,Green,0,,2014-12-20,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-07-31
138,84.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/1088,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250.0,1,Asociacion Nacional Del Café,2012,2012-07-17,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,8.0,7.83,7.67,7.83,7.67,8.0,Sample,10.0,10.0,10.0,7.67,Sample  84.67,,0.11,0,0.0,Green,4,,2013-07-17,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-07-27
139,84.67,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,VALPARAISO,,BENEFICIO VALPARAISO,11/1886/02,SERTRASA,5000,"ACATENANGO, CHIMALTENANGO",SERTRASA,125.0,1,Asociacion Nacional Del Café,2012,2012-07-03,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.83,7.67,8.0,7.67,7.83,Sample,10.0,10.0,10.0,8.0,Sample  84.67,,0.12,0,0.0,Green,4,,2013-07-03,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-07-08
140,84.67,,,,,,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Mexico,"EL NOGAL, LA HIGUERA, LOS LAURELES",,CAFETALEROS DE EL REMUDADERO S.P.R. DE R.L.,"703816889, 108282,703816891",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1200,EL REMUDADERO,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80.0,1,AMECAFE,2012,2012-07-02,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,Sample,7.83,7.58,7.67,7.92,7.92,7.83,Sample,10.0,10.0,10.0,7.92,Sample  84.67,,0.13,0,0.0,,3,,2013-07-02,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-12-19
145,84.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-1724,Bucaramanga,3-37-1724,Racafe & Cia S.C.A,1500,Santander,,250.0,70,Almacafé,2016,2017-01-10,Racafe & Cia S.C.A,Other,Completed,Washed / Wet,Sample,7.83,7.67,7.58,7.92,7.67,7.83,Sample,10.0,10.0,10.0,8.08,Sample  84.58,,0.0,0,0.0,Blue-Green,4,,2018-01-10,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-08-24
146,84.58,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-1291,Bachue,3-37-1291,Racafe & Cia S.C.A,,Huila,La Plata,125.0,70,Almacafé,2016,2016-12-28,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.92,7.83,7.58,8.0,7.83,7.67,Sample,10.0,10.0,10.0,7.75,Sample  84.58,,0.0,0,1.0,Green,5,,2017-12-28,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-05-31
147,84.58,,,,,,Arabica,Daniel Magu,Kenya,BLEND,,SAGANA,KE 3127,C dorman Ltd,1800,NYERI,BLEND,100.0,60,Kenya Coffee Traders Association,2013,2014-07-21,Daniel Magu,Peaberry,Completed,Washed / Wet,Sample,7.83,7.83,7.83,7.75,7.58,7.83,Sample,10.0,10.0,10.0,7.92,Sample  84.58,,0.1,0,0.0,Bluish-Green,2,,2015-07-21,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,,,2015-04-27
